name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
		LongTermDebtAndCapitalLeaseObligation,"4,416,356,000","4,460,039,000","3,789,981,000","3,732,701,000","3,081,955,000","3,126,926,000","3,158,810,000","3,202,463,000","3,246,241,000","3,289,947,000","3,307,480,000","2,676,374,000","2,708,251,000","2,748,431,000","2,773,378,000","2,832,316,000","2,867,532,000","2,902,104,000","2,933,976,000","2,394,621,000","2,460,629,000","2,521,727,000","2,552,357,000","2,007,918,000","2,032,905,000","2,061,415,000","2,086,664,000","2,112,245,000","2,139,704,000","2,168,953,000","434,820,000","450,207,000","459,916,000","474,939,000","479,082,000","485,997,000","491,988,000","485,217,000","278,863,000","285,950,000","274,883,000","278,429,000","281,481,000","285,291,000","317,287,000","313,796,000","323,525,000","316,814,000","326,683,000","328,930,000"
			LongTermDebt,"4,416,356,000","4,460,039,000","3,789,981,000","3,732,701,000","3,081,955,000","3,126,926,000","3,158,810,000","3,202,463,000","3,246,241,000","3,289,947,000","3,307,480,000","2,676,374,000","2,708,251,000","2,748,431,000","2,773,378,000","2,832,316,000","2,867,532,000","2,902,104,000","2,933,976,000","2,394,621,000","2,460,629,000","2,521,727,000","2,552,357,000","2,007,918,000","2,032,905,000","2,061,415,000","2,086,664,000","2,112,245,000","2,139,704,000","2,168,953,000","434,820,000","450,207,000","459,916,000","474,939,000","479,082,000","485,997,000","491,988,000","485,217,000","278,863,000","285,950,000","274,883,000","278,429,000","281,481,000","285,291,000","317,287,000","313,796,000","323,525,000","316,814,000","326,683,000","328,930,000"
		NonCurrentDeferredLiabilities,"588,664,000","566,291,000","564,445,000","565,856,000","501,302,000","498,154,000","506,102,000","501,231,000","486,551,000","519,980,000","457,174,000","452,113,000","494,025,000","491,946,000","506,310,000","498,918,000","505,150,000","518,912,000","742,498,000","637,162,000","666,572,000","668,580,000","692,221,000","705,130,000","713,404,000","713,428,000","759,871,000","794,135,000","794,381,000","815,169,000","233,695,000","245,984,000","248,066,000","249,504,000","225,161,000","176,502,000","175,554,000","180,609,000","172,789,000","141,612,000","133,310,000","112,880,000","92,121,000","78,600,000","81,350,000","83,255,000","84,792,000","86,927,000","87,212,000","85,825,000"
			NonCurrentDeferredTaxesLiabilities,"588,664,000","566,291,000","564,445,000","565,856,000","501,302,000","498,154,000","506,102,000","501,231,000","486,551,000","519,980,000","457,174,000","452,113,000","494,025,000","491,946,000","506,310,000","498,918,000","505,150,000","518,912,000","742,498,000","637,162,000","666,572,000","668,580,000","692,221,000","705,130,000","713,404,000","713,428,000","759,871,000","794,135,000","794,381,000","815,169,000","233,695,000","245,984,000","248,066,000","249,504,000","225,161,000","176,502,000","175,554,000","180,609,000","172,789,000","141,612,000","133,310,000","112,880,000","92,121,000","78,600,000","81,350,000","83,255,000","84,792,000","86,927,000","87,212,000","85,825,000"
		OtherNonCurrentLiabilities,"220,049,000","221,392,000","258,702,000","259,061,000","233,740,000","245,777,000","295,530,000","329,621,000","321,053,000","263,930,000","270,293,000","254,523,000","219,574,000","126,707,000","124,486,000","113,300,000","124,055,000","125,319,000","50,504,000","45,402,000","40,276,000","56,069,000","37,982,000","40,665,000","39,738,000","38,957,000","34,768,000","39,687,000","34,186,000","40,629,000","68,428,000","53,666,000","52,462,000","55,001,000",,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"2,904,416,000","2,866,580,000","3,174,985,000","3,488,847,000","3,296,499,000","3,355,411,000","2,937,750,000","2,966,434,000","2,796,229,000","3,711,616,000","3,900,310,000","3,843,372,000","3,530,967,000","3,340,180,000","3,562,248,000","3,439,085,000","3,888,052,000","3,676,522,000","3,430,418,000","3,405,500,000","3,341,812,000","3,084,038,000","3,178,521,000","3,082,705,000","2,987,769,000","2,830,047,000","2,962,571,000","2,907,004,000","2,780,174,000","2,753,137,000","1,558,807,000","1,475,520,000","1,366,180,000","1,243,893,000","1,173,902,000","1,050,014,000","983,013,000","913,822,000","1,035,068,000","941,920,000","883,041,000","811,436,000","761,824,000","713,030,000","667,667,000","625,945,000","564,618,000","533,283,000","502,323,000","474,049,000"
	StockholdersEquity,"2,904,416,000","2,866,580,000","3,174,985,000","3,488,847,000","3,296,499,000","3,355,411,000","2,937,750,000","2,966,434,000","2,796,229,000","3,711,616,000","3,900,310,000","3,843,372,000","3,530,967,000","3,340,180,000","3,562,248,000","3,439,085,000","3,888,052,000","3,676,522,000","3,430,418,000","3,405,500,000","3,341,812,000","3,084,038,000","3,178,521,000","3,082,705,000","2,987,769,000","2,830,047,000","2,962,571,000","2,907,004,000","2,780,174,000","2,753,137,000","1,558,807,000","1,475,520,000","1,366,180,000","1,243,893,000","1,173,902,000","1,050,014,000","983,013,000","913,822,000","1,035,068,000","941,920,000","883,041,000","811,436,000","761,824,000","713,030,000","667,667,000","625,945,000","564,618,000","533,283,000","502,323,000","474,049,000"
		CapitalStock,"127,000","127,000","127,000","127,000","127,000","126,000","126,000","126,000","125,000","124,000","123,000","123,000","123,000","123,000","123,000","123,000","123,000","122,000","122,000","122,000","122,000","121,000","121,000","121,000","121,000","121,000","120,000","120,000","120,000","120,000","120,000","118,000","118,000","117,000","117,000","117,000","116,000","116,000","116,000","115,000","114,000","114,000","113,000","112,000","112,000","112,000","110,000","339,516,000","335,100,000","330,720,000"
			PreferredStock,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,"0","0","0","339,490,000","335,074,000","330,654,000"
			CommonStock,"127,000","127,000","127,000","127,000","127,000","126,000","126,000","126,000","125,000","124,000","123,000","123,000","123,000","123,000","123,000","123,000","123,000","122,000","122,000","122,000","122,000","121,000","121,000","121,000","121,000","121,000","120,000","120,000","120,000","120,000","120,000","118,000","118,000","117,000","117,000","117,000","116,000","116,000","116,000","115,000","114,000","114,000","113,000","112,000","112,000","112,000","110,000","26,000","26,000","66,000"
		AdditionalPaidInCapital,"2,920,192,000","2,878,751,000","2,850,143,000","2,821,453,000","2,794,991,000","2,749,900,000","2,713,022,000","2,690,966,000","2,657,169,000","2,494,721,000","2,503,590,000","2,427,640,000","2,382,179,000","2,306,843,000","2,316,753,000","2,277,227,000","2,248,602,000","2,214,224,000","2,165,326,000","2,136,913,000","2,114,560,000","2,074,094,000","2,057,562,000","2,032,687,000","2,005,608,000","1,988,917,000","1,935,262,000","1,899,688,000","1,878,383,000","1,852,442,000","733,131,000","676,876,000","662,917,000","631,667,000","601,577,000","574,602,000","557,279,000","542,018,000","525,056,000","500,331,000","486,657,000","466,203,000","449,294,000","436,130,000","427,849,000","421,991,000","377,361,000","96,197,000","96,210,000","94,996,000"
		RetainedEarnings,"6,474,394,000","6,256,442,000","6,031,438,000","5,797,431,000","5,601,184,000","5,416,945,000","5,207,094,000","5,018,277,000","4,859,789,000","4,712,729,000","4,477,219,000","4,251,414,000","3,989,763,000","3,817,656,000","3,515,657,000","3,357,962,000","3,181,110,000","2,958,921,000","2,676,224,000","2,473,401,000","2,342,414,000","2,218,721,000","2,123,297,000","1,990,492,000","1,876,308,000","1,766,336,000","1,713,506,000","1,596,736,000","1,498,058,000","1,403,905,000","1,294,365,000","1,198,856,000","1,110,307,000","1,035,198,000","967,078,000","888,458,000","815,359,000","750,697,000","690,626,000","630,978,000","576,577,000","534,498,000","496,726,000","456,212,000","419,498,000","387,163,000","369,972,000","283,873,000","258,651,000","235,726,000"
		TreasuryStock,"5,226,860,000","4,804,124,000","4,270,679,000","3,864,987,000","3,618,784,000","3,448,402,000","3,399,356,000","3,160,960,000","3,128,730,000","2,523,493,000","1,965,944,000","1,907,608,000","1,906,906,000","1,870,584,000","1,325,539,000","1,325,539,000","1,033,180,000","944,888,000","944,887,000","594,887,000","542,495,000","542,495,000","390,309,000","380,854,000","354,659,000","354,516,000","353,707,000","346,397,000","346,397,000","346,397,000","375,663,000","375,663,000","375,663,000","375,663,000","375,663,000","375,663,000","375,663,000","375,663,000","175,663,000","175,663,000","175,663,000","175,663,000","175,663,000","175,663,000","175,663,000","175,220,000","175,220,000","175,220,000","175,220,000","175,220,000"
		GainsLossesNotAffectingRetainedEarnings,"-1,263,437,000","-1,464,616,000","-1,436,044,000","-1,265,177,000","-1,481,019,000","-1,363,158,000","-1,583,136,000","-1,581,975,000","-1,592,124,000","-972,465,000","-1,114,678,000","-928,197,000","-934,192,000","-913,858,000","-944,746,000","-870,688,000","-508,603,000","-551,857,000","-466,367,000","-610,049,000","-572,789,000","-666,403,000","-612,150,000","-559,741,000","-539,609,000","-570,811,000","-332,610,000","-243,143,000","-249,990,000","-156,933,000","-93,146,000","-24,667,000","-31,499,000","-47,426,000","-19,207,000","-37,500,000","-14,078,000","-3,346,000","-5,067,000","-13,841,000","-4,644,000","-13,716,000","-8,646,000","-3,761,000","-4,129,000","-8,101,000","-7,605,000","-11,083,000","-12,418,000","-12,173,000"
TotalCapitalization,"7,320,772,000","7,326,619,000","6,964,966,000","7,221,548,000","6,378,454,000","6,482,337,000","6,096,560,000","6,168,897,000","6,042,470,000","7,001,563,000","7,207,790,000","6,519,746,000","6,239,218,000","6,088,611,000","6,335,626,000","6,271,401,000","6,755,584,000","6,578,626,000","6,364,394,000","5,800,121,000","5,802,441,000","5,605,765,000","5,730,878,000","5,090,623,000","5,020,674,000","4,891,462,000","5,049,235,000","5,019,249,000","4,919,878,000","4,922,090,000","1,993,627,000","1,925,727,000","1,826,096,000","1,718,832,000","1,652,984,000","1,536,011,000","1,475,001,000","1,399,039,000","1,313,931,000","1,227,870,000","1,157,924,000","1,089,865,000","1,043,305,000","998,321,000","984,954,000","939,741,000","888,143,000","850,097,000","829,006,000","802,979,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,490,000","335,074,000","330,654,000"
CommonStockEquity,"2,904,416,000","2,866,580,000","3,174,985,000","3,488,847,000","3,296,499,000","3,355,411,000","2,937,750,000","2,966,434,000","2,796,229,000","3,711,616,000","3,900,310,000","3,843,372,000","3,530,967,000","3,340,180,000","3,562,248,000","3,439,085,000","3,888,052,000","3,676,522,000","3,430,418,000","3,405,500,000","3,341,812,000","3,084,038,000","3,178,521,000","3,082,705,000","2,987,769,000","2,830,047,000","2,962,571,000","2,907,004,000","2,780,174,000","2,753,137,000","1,558,807,000","1,475,520,000","1,366,180,000","1,243,893,000","1,173,902,000","1,050,014,000","983,013,000","913,822,000","1,035,068,000","941,920,000","883,041,000","811,436,000","761,824,000","713,030,000","667,667,000","625,945,000","564,618,000","193,793,000","167,249,000","143,395,000"
NetTangibleAssets,"-4,590,754,000","-4,547,783,000","-4,296,735,000","-3,834,901,000","-3,447,889,000","-3,479,652,000","-3,791,036,000","-3,737,120,000","-3,957,394,000","-3,463,313,000","-3,122,718,000","-3,294,287,000","-3,373,771,000","-3,609,804,000","-3,393,727,000","-3,632,353,000","-3,538,756,000","-3,764,258,000","-4,090,581,000","-3,369,349,000","-3,519,311,000","-3,764,345,000","-3,764,337,000","-2,586,979,000","-2,731,599,000","-2,899,582,000","-3,020,279,000","-3,198,215,000","-3,351,126,000","-3,496,092,000","-863,320,000","-946,045,000","-1,056,248,000","-1,180,095,000","-712,005,000","-460,336,000","-492,425,000","-476,651,000","-354,432,000","-242,560,000","-253,858,000","-311,573,000","-115,110,000","-75,365,000","-124,416,000","-169,582,000","-221,065,000","-254,438,000","-282,785,000","-313,717,000"
WorkingCapital,"84,318,000","197,697,000","-141,979,000","273,725,000","-28,605,000","-11,993,000","-224,791,000","-162,899,000","-331,064,000","155,503,000","461,070,000","-362,852,000","-390,039,000","-619,227,000","-351,477,000","-552,307,000","-400,611,000","-545,801,000","-651,397,000","-573,668,000","-618,574,000","-768,625,000","-769,817,000","-81,345,000","-183,433,000","-302,849,000","-407,716,000","-520,594,000","-647,014,000","-759,268,000","-424,015,000","-504,934,000","-438,684,000","-555,386,000","-106,436,000","105,242,000","78,237,000","53,132,000","-37,432,000","63,110,000","37,098,000","1,178,000","182,816,000","213,284,000","203,952,000","157,861,000","117,055,000","79,459,000","58,295,000","26,501,000"
InvestedCapital,"9,247,755,000","8,844,247,000","8,866,363,000","8,567,628,000","7,742,619,000","7,688,034,000","7,430,329,000","7,414,075,000","7,955,940,000","8,748,401,000","8,373,004,000","8,452,140,000","8,046,536,000","8,159,227,000","8,035,174,000","8,187,086,000","8,377,497,000","8,195,138,000","7,966,901,000","7,243,565,000","7,210,149,000","6,942,271,000","7,114,641,000","5,914,781,000","5,762,802,000","5,767,109,000","6,050,859,000","6,265,591,000","6,255,986,000","6,346,854,000","2,913,572,000","2,946,876,000","2,752,464,000","2,730,271,000","2,307,874,000","2,084,102,000","1,982,376,000","1,859,213,000","1,542,570,000","1,357,743,000","1,337,283,000","1,230,219,000","1,058,548,000","1,013,564,000","996,088,000","951,358,000","898,944,000","520,376,000","504,487,000","494,946,000"
TangibleBookValue,"-4,590,754,000","-4,547,783,000","-4,296,735,000","-3,834,901,000","-3,447,889,000","-3,479,652,000","-3,791,036,000","-3,737,120,000","-3,957,394,000","-3,463,313,000","-3,122,718,000","-3,294,287,000","-3,373,771,000","-3,609,804,000","-3,393,727,000","-3,632,353,000","-3,538,756,000","-3,764,258,000","-4,090,581,000","-3,369,349,000","-3,519,311,000","-3,764,345,000","-3,764,337,000","-2,586,979,000","-2,731,599,000","-2,899,582,000","-3,020,279,000","-3,198,215,000","-3,351,126,000","-3,496,092,000","-863,320,000","-946,045,000","-1,056,248,000","-1,180,095,000","-712,005,000","-460,336,000","-492,425,000","-476,651,000","-354,432,000","-242,560,000","-253,858,000","-311,573,000","-115,110,000","-75,365,000","-124,416,000","-169,582,000","-221,065,000","-593,928,000","-617,859,000","-644,371,000"
TotalDebt,"6,343,339,000","5,977,667,000","5,691,378,000","5,078,781,000","4,446,120,000","4,332,623,000","4,492,579,000","4,447,641,000","5,159,711,000","5,036,785,000","4,472,694,000","4,608,768,000","4,515,569,000","4,819,047,000","4,472,926,000","4,748,001,000","4,489,445,000","4,518,616,000","4,536,483,000","3,838,065,000","3,868,337,000","3,858,233,000","3,936,120,000","2,832,076,000","2,775,033,000","2,937,062,000","3,088,288,000","3,358,587,000","3,475,812,000","3,593,717,000","1,354,765,000","1,471,356,000","1,386,284,000","1,486,378,000","1,133,972,000","1,034,088,000","999,363,000","945,391,000","507,502,000","415,823,000","454,242,000","418,783,000","296,724,000","300,534,000","328,421,000","325,413,000","334,326,000","326,583,000","337,238,000","351,551,000"
NetDebt,"5,045,113,000","4,457,640,000","4,420,378,000","3,777,574,000","3,487,798,000","3,397,723,000","3,703,725,000","3,681,852,000","4,089,030,000","3,765,291,000","3,413,932,000","3,438,429,000","3,458,104,000","3,787,902,000","3,548,484,000","3,828,339,000","3,509,872,000","3,605,021,000","3,701,727,000","3,273,487,000","3,321,777,000","3,383,215,000","3,530,685,000","2,338,991,000","2,375,715,000","2,489,910,000","2,665,898,000","2,974,412,000","3,096,419,000","3,116,648,000","1,050,656,000","1,173,714,000","1,102,910,000","1,148,273,000","788,283,000","741,183,000","774,750,000","661,742,000","207,441,000","160,244,000","167,123,000","133,624,000","159,440,000","199,334,000","208,642,000","210,609,000","223,553,000","254,454,000","250,881,000","266,850,000"
ShareIssued,"127,349,188","127,113,022","127,105,396","126,944,155","126,759,124","126,448,078","125,997,304","125,650,513","125,244,634","124,626,786","124,174,639","123,754,485","123,406,538","123,035,859","122,823,669","122,551,794","122,359,407","122,083,059","121,837,990","121,712,973","121,680,903","121,259,960","121,188,761","120,911,444","120,714,906","120,539,040","120,323,916","120,056,359","119,900,971","119,771,155","119,544,837","118,785,091","118,671,070","118,206,262","117,898,939","117,444,296","117,080,997","116,772,324","116,266,406","115,390,487","114,801,901","113,741,883","113,122,381","112,132,551","111,885,103","111,522,354","78,719,146","78,719,146","78,719,146","78,719,146"
OrdinarySharesNumber,"77,339,047","78,879,551","81,197,846","82,595,087","83,336,476","83,666,163","83,396,765","84,049,888","83,770,697","85,342,156","86,770,906","86,535,000","86,189,402","85,845,344","88,648,486","88,376,611","89,637,705","89,803,982","89,558,913","91,878,784","92,257,881","91,836,938","92,765,739","92,556,276","92,551,029","92,376,334","92,161,210","91,947,247","91,791,859","91,662,043","83,810,345","83,050,599","82,936,578","82,471,770","82,164,447","81,709,804","81,346,505","81,037,832","84,384,736","83,508,817","82,920,231","81,860,213","81,240,711","80,250,881","80,003,433","79,655,213","78,719,146","78,719,146","78,719,146","78,719,146"
TreasurySharesNumber,"50,010,141","48,233,471","45,907,550","44,349,068","43,422,648","42,781,915","42,600,539","41,600,625","41,473,937","39,284,630","37,403,733","37,219,485","37,217,136","37,190,515","34,175,183","34,175,183","32,721,702","32,279,077","32,279,077","29,834,189","29,423,022","29,423,022","28,423,022","28,355,168","28,163,877","28,162,706","28,162,706","28,109,112","28,109,112","28,109,112","35,734,492","35,734,492","35,734,492","35,734,492","35,734,492","35,734,492","35,734,492","35,734,492","31,881,670","31,881,670","31,881,670","31,881,670","31,881,670","31,881,670","31,881,670","31,867,141",,,,
