name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"2,114,555,000","2,025,655,000","1,898,895,000","1,806,277,000","1,645,338,000","1,546,896,000","1,468,589,000","1,289,348,000","1,165,489,000","1,090,550,000","1,036,449,000","894,806,000","852,873,000","773,063,000","770,501,000","728,903,000","687,767,000","667,849,000","662,994,000","622,966,000","594,455,000","614,389,000","663,271,000","563,592,000","530,192,000","545,278,000"
TotalLiabilitiesNetMinorityInterest,"1,448,985,000","1,326,320,000","1,239,730,000","1,176,641,000","1,057,772,000","970,658,000","934,458,000","833,234,000","764,155,000","684,670,000","646,413,000","586,899,000","563,984,000","509,077,000","512,596,000","480,958,000","447,917,000","429,660,000","431,236,000","396,921,000","377,984,000","404,175,000","453,387,000","433,767,000","409,351,000","431,827,000"
TotalEquityGrossMinorityInterest,"665,570,000","699,335,000","659,165,000","629,636,000","587,566,000","576,238,000","534,131,000","456,114,000","401,334,000","405,880,000","390,036,000","307,907,000","288,889,000","263,986,000","257,905,000","247,945,000","239,850,000","238,189,000","231,758,000","226,045,000","216,471,000","210,214,000","209,884,000","129,825,000","120,841,000","113,451,000"
	StockholdersEquity,"665,570,000","699,335,000","659,165,000","629,636,000","587,566,000","576,238,000","534,131,000","456,114,000","401,334,000","405,880,000","390,036,000","307,907,000","288,889,000","263,986,000","257,905,000","247,945,000","239,850,000","238,189,000","231,758,000","226,045,000","216,471,000","210,214,000","209,884,000","129,825,000","120,841,000","113,451,000"
		CapitalStock,"229,000","228,000","228,000","228,000","228,000","228,000","227,000","223,000","223,000","222,000","222,000","214,000","213,000","212,000","212,000","211,000","210,000","210,000","210,000","210,000","210,000","210,000","210,000","1,000","1,000","1,000"
			CommonStock,"229,000","228,000","228,000","228,000","228,000","228,000","227,000","223,000","223,000","222,000","222,000","214,000","213,000","212,000","212,000","211,000","210,000","210,000","210,000","210,000","210,000","210,000","210,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"296,390,000","295,040,000","293,535,000","292,050,000","292,690,000","291,315,000","288,868,000","230,265,000","230,742,000","229,229,000","227,661,000","159,986,000","159,589,000","158,485,000","157,721,000","156,264,000","155,785,000","155,082,000","154,811,000","153,677,000","153,514,000","153,353,000","153,189,000","80,273,000","80,236,000","80,229,000"
		RetainedEarnings,"414,756,000","385,942,000","340,133,000","306,017,000","272,890,000","243,315,000","207,179,000","194,323,000","166,074,000","162,911,000","146,832,000","135,628,000","123,563,000","106,545,000","103,584,000","93,129,000","84,498,000","73,502,000","68,840,000","65,900,000","58,663,000","53,640,000","47,818,000","40,884,000","34,827,000","29,570,000"
		GainsLossesNotAffectingRetainedEarnings,"-45,805,000","18,125,000","25,269,000","31,341,000","21,758,000","41,380,000","37,857,000","31,303,000","4,295,000","13,518,000","15,321,000","12,079,000","5,524,000","-1,256,000","-3,612,000","-1,659,000","-643,000","9,395,000","7,897,000","6,258,000","4,084,000","3,011,000","8,667,000","8,667,000","5,777,000","3,651,000"
TotalCapitalization,"665,570,000","699,335,000","659,165,000","629,636,000","587,566,000","576,238,000","534,131,000","456,114,000","401,334,000","405,880,000","390,036,000","307,907,000","288,889,000","263,986,000","257,905,000","247,945,000","239,850,000","238,189,000","231,758,000","226,045,000","216,471,000","210,214,000","237,107,000","159,508,000","150,484,000","143,054,000"
CommonStockEquity,"665,570,000","699,335,000","659,165,000","629,636,000","587,566,000","576,238,000","534,131,000","456,114,000","401,334,000","405,880,000","390,036,000","307,907,000","288,889,000","263,986,000","257,905,000","247,945,000","239,850,000","238,189,000","231,758,000","226,045,000","216,471,000","210,214,000","209,884,000","129,825,000","120,841,000","113,451,000"
NetTangibleAssets,"662,032,000","695,797,000","655,627,000","626,098,000","584,028,000","572,700,000","530,593,000","452,576,000","397,796,000","402,342,000","386,498,000","304,369,000","285,351,000","260,448,000","254,367,000","244,407,000","236,312,000","234,651,000","228,220,000","222,507,000","212,933,000","206,676,000","206,346,000","126,287,000","117,303,000","109,913,000"
InvestedCapital,"708,297,000","742,031,000","701,829,000","672,269,000","630,167,000","618,808,000","574,269,000","489,221,000","425,409,000","422,624,000","401,248,000","307,907,000","288,889,000","263,986,000","257,905,000","247,945,000","239,850,000","238,189,000","231,758,000","226,045,000","216,471,000","210,214,000","237,107,000","159,508,000","150,484,000","143,054,000"
TangibleBookValue,"662,032,000","695,797,000","655,627,000","626,098,000","584,028,000","572,700,000","530,593,000","452,576,000","397,796,000","402,342,000","386,498,000","304,369,000","285,351,000","260,448,000","254,367,000","244,407,000","236,312,000","234,651,000","228,220,000","222,507,000","212,933,000","206,676,000","206,346,000","126,287,000","117,303,000","109,913,000"
TotalDebt,"42,727,000","42,696,000","42,664,000","42,633,000","42,601,000","42,570,000","40,138,000","33,107,000","24,075,000","16,744,000","11,212,000",,,,,,,,,,,,"27,223,000","29,683,000","29,643,000","29,603,000"
NetDebt,,,,,,,,,,,,,,,,,,,,,,,,"7,447,000","3,663,000","5,059,000"
ShareIssued,"22,907,548","22,834,377","22,818,527","22,805,592","22,811,929","22,757,251","22,661,754","22,302,943","22,253,823","22,205,665","22,158,663","21,356,399","21,284,527","21,241,504","21,226,512","21,169,384","21,072,152","21,036,087","21,029,205","20,968,707","20,968,707","20,968,707","20,968,707","20,968,750","20,968,750","20,968,750"
OrdinarySharesNumber,"22,907,548","22,834,377","22,818,527","22,805,592","22,811,929","22,757,251","22,661,754","22,302,943","22,253,823","22,205,665","22,158,663","21,356,399","21,284,527","21,241,504","21,226,512","21,169,384","21,072,152","21,036,087","21,029,205","20,968,707","20,968,707","20,968,707","20,968,707","20,968,750","20,968,750","20,968,750"
