Date,Open,High,Low,Close,Adj Close,Volume
1981-12-31,5.161518,5.256808,5.129755,5.145637,1.124891,1420670
1982-01-04,5.097992,5.129755,5.050347,5.066229,1.107531,2069219
1982-01-05,4.939176,5.034466,4.843886,4.875650,1.065869,4173857
1982-01-06,4.843886,5.002702,4.685071,4.780360,1.045038,3855878
1982-01-07,4.732715,4.780360,4.685071,4.732715,1.034622,1511183
1982-01-08,4.716834,4.780360,4.637426,4.637426,1.013791,1861431
1982-01-11,4.542136,4.653307,4.415083,4.446847,0.972128,2428125
1982-01-12,4.399202,4.494491,4.303912,4.367439,0.954769,3504056
1982-01-13,4.415083,4.478610,4.335675,4.351557,0.951297,1692210
1982-01-14,4.383320,4.478610,4.288031,4.478610,0.979072,2596559
1982-01-15,4.748597,4.986821,4.510373,4.923294,1.076285,7508692
1982-01-18,4.955058,5.097992,4.796242,5.097992,1.114476,7078162
1982-01-19,5.050347,5.177400,4.923294,4.955058,1.083228,7444152
1982-01-20,4.780360,4.907413,4.653307,4.716834,1.031150,5527625
1982-01-21,4.812123,4.875650,4.732715,4.812123,1.051981,7028576
1982-01-22,4.843886,4.891531,4.780360,4.796242,1.048510,2916898
1982-01-25,4.843886,4.970939,4.716834,4.970939,1.086700,3098713
1982-01-26,4.986821,5.082110,4.891531,4.923294,1.076285,3584338
1982-01-27,4.955058,5.018584,4.891531,4.955058,1.083228,2958613
1982-01-28,4.970939,5.018584,4.907413,4.986821,1.090172,4318678
1982-01-29,5.018584,5.097992,4.939176,4.955058,1.083228,6637400
1982-02-01,4.812123,4.891531,4.716834,4.812123,1.067029,2565076
1982-02-02,4.764478,4.812123,4.700952,4.700952,1.042378,2463543
1982-02-03,4.621544,4.748597,4.494491,4.526255,1.003641,2934214
1982-02-04,4.605663,4.700952,4.494491,4.685071,1.038857,4710641
1982-02-05,4.669189,4.748597,4.589781,4.700952,1.042378,4278538
1982-02-08,4.573899,4.700952,4.446847,4.462728,0.989555,2663460
1982-02-09,4.383320,4.462728,4.303912,4.367439,0.968426,4531188
1982-02-10,4.430965,4.462728,4.383320,4.415083,0.978991,3217561
1982-02-11,4.669189,4.891531,4.430965,4.891531,1.084637,5796804
1982-02-12,4.732715,4.891531,4.558018,4.685071,1.038857,8000613
1982-02-16,4.621544,4.732715,4.510373,4.700952,1.042378,3146724
1982-02-17,4.558018,4.685071,4.415083,4.478610,0.993077,3310436
1982-02-18,4.478610,4.542136,4.399202,4.430965,0.982512,2898796
1982-02-19,4.319794,4.462728,4.176859,4.256267,0.943775,4030609
1982-02-22,4.049807,4.272149,3.827464,3.906872,0.866301,3710270
1982-02-23,4.097451,4.288031,3.906872,4.224504,0.936732,4094362
1982-02-24,4.240386,4.351557,4.129215,4.208623,0.933210,5476465
1982-02-25,4.113333,4.208623,4.018044,4.065688,0.901516,2432848
1982-02-26,4.081570,4.129215,4.018044,4.081570,0.905038,2063710
1982-03-01,4.049807,4.097451,4.002162,4.002162,0.887430,2313212
1982-03-02,3.954517,4.049807,3.843346,3.875109,0.859258,2203022
1982-03-03,3.763938,3.827464,3.684530,3.763938,0.834607,4190385
1982-03-04,3.795701,3.843346,3.732175,3.763938,0.834607,4446184
1982-03-05,3.748056,3.827464,3.652767,3.700412,0.820521,2695731
1982-03-08,3.636885,3.763938,3.509832,3.541596,0.785305,2157371
1982-03-09,3.557477,3.684530,3.430425,3.589240,0.795870,2588688
1982-03-10,3.557477,3.605122,3.493951,3.493951,0.774741,3031811
1982-03-11,3.509832,3.557477,3.446306,3.509832,0.778262,4148670
1982-03-12,3.525714,3.589240,3.462188,3.589240,0.795870,2238440
1982-03-15,3.684530,3.811583,3.557477,3.811583,0.845172,2013337
1982-03-16,3.732175,3.795701,3.652767,3.748056,0.831085,1831523
1982-03-17,3.605122,3.668648,3.541596,3.621004,0.802913,1000372
1982-03-18,3.652767,3.684530,3.605122,3.652767,0.809956,1294738
1982-03-19,3.668648,3.716293,3.621004,3.684530,0.816999,1327795
1982-03-22,3.732175,3.763938,3.684530,3.716293,0.824042,1268764
1982-03-23,3.684530,3.732175,3.636885,3.668648,0.813478,1097969
1982-03-24,3.732175,3.763938,3.684530,3.748056,0.831085,3734669
1982-03-25,3.716293,3.748056,3.684530,3.684530,0.816999,1755963
1982-03-26,3.700412,3.779820,3.621004,3.732175,0.827564,1722119
1982-03-29,3.763938,3.843346,3.668648,3.843346,0.852215,1341962
1982-03-30,3.811583,3.875109,3.748056,3.843346,0.852215,2434422
1982-03-31,3.906872,3.954517,3.843346,3.922754,0.869823,2202235
