name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,400,000","5,400,000","5,400,000","5,700,000","5,500,000","5,700,000","5,700,000","5,600,000","5,300,000","5,600,000","8,100,000","6,000,000","5,600,000","5,100,000","3,900,000","3,600,000","3,600,000","3,300,000","3,400,000","3,300,000","3,100,000","3,600,000",,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,400,000","5,400,000","5,400,000","5,700,000","5,500,000","5,700,000","5,700,000","5,600,000","5,300,000","5,600,000","8,100,000","6,000,000","5,600,000","5,100,000","3,900,000","3,600,000","3,600,000","3,300,000","3,400,000","3,300,000","3,100,000","3,600,000",,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800,000",,,"0","15,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"82,000,000","23,800,000","15,100,000","24,900,000","18,200,000","35,200,000","27,500,000","43,000,000","36,000,000","34,200,000","26,500,000","36,200,000","44,600,000","30,400,000","27,100,000","31,500,000","42,700,000","35,400,000","24,000,000","40,000,000","41,100,000","27,700,000","27,800,000","32,100,000","38,400,000","33,400,000","28,800,000","33,100,000","29,200,000","26,500,000","23,800,000","28,500,000","33,700,000","33,200,000","37,700,000","42,400,000","42,800,000","43,300,000","33,200,000","44,300,000","40,800,000","43,100,000","55,700,000","17,800,000","32,300,000","27,400,000","29,100,000","31,400,000","27,600,000","33,900,000","21,400,000","33,400,000","25,300,000","23,100,000","11,300,000","17,200,000","8,500,000","2,000,000","5,500,000","15,200,000","9,400,000","11,800,000","-300,000","9,600,000","7,600,000","9,000,000","8,300,000","10,700,000","10,700,000","9,600,000","14,800,000","16,700,000","14,000,000","12,200,000","15,800,000","15,200,000","10,800,000","12,100,000","10,000,000","15,300,000","16,000,000","15,200,000","20,000,000","15,200,000","14,500,000","8,400,000","12,900,000","14,300,000","11,100,000","11,400,000","16,800,000","16,200,000","13,600,000","18,000,000","7,700,000","15,200,000","15,600,000","20,600,000","17,400,000","20,600,000","22,900,000","21,000,000","17,400,000","18,800,000","19,800,000","18,000,000","-281,100,000","115,700,000","115,700,000","115,700,000"
NetNonOperatingInterestIncomeExpense,"-57,700,000","-14,500,000","-14,800,000","-15,300,000","-13,100,000","-2,900,000","-7,700,000","-7,800,000","-8,100,000","-6,900,000","-6,500,000","-6,700,000","-15,100,000","-7,800,000","-8,100,000","-7,300,000","-6,600,000","-6,200,000","-6,900,000","-7,400,000","-6,800,000","-5,800,000","-4,000,000","-3,900,000","-4,100,000","-4,600,000","-4,400,000","-1,700,000","-1,900,000","-1,700,000","-1,800,000","-1,800,000","-2,100,000","-1,500,000","-900,000","-600,000","-700,000","-700,000","-700,000","-900,000","-900,000","-900,000","-800,000","-1,100,000","-700,000","0","-400,000","-400,000","-600,000","-400,000","-700,000","-1,000,000","-1,300,000","-1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"57,700,000","14,500,000","14,800,000","15,300,000","13,100,000","2,900,000","7,700,000","7,800,000","8,100,000","6,900,000","6,500,000","6,700,000","15,100,000","7,800,000","8,100,000","7,300,000","6,600,000","6,200,000","6,900,000","7,400,000","6,800,000","5,800,000","4,000,000","3,900,000","4,100,000","4,600,000","4,400,000","1,700,000","1,900,000","1,700,000","1,800,000","1,800,000","2,100,000","1,500,000","900,000","600,000","700,000","700,000","700,000","900,000","900,000","900,000","800,000","1,100,000","700,000","0","400,000","400,000","600,000","400,000","700,000","1,000,000","1,300,000","1,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"22,400,000","-7,700,000","30,900,000","1,800,000","-2,600,000","-4,300,000","-4,500,000","-7,000,000","-1,900,000","500,000","-1,100,000","100,000","-3,100,000","-600,000","-700,000","10,800,000","-1,100,000","-700,000","-3,400,000","2,600,000","-2,400,000","-1,200,000","-21,700,000","-600,000","100,000","500,000","-1,400,000",,"900,000","-1,900,000","-3,500,000","-600,000","-400,000","700,000","-35,700,000","-100,000","500,000","-300,000","-1,700,000","-900,000","-5,800,000","-19,000,000","-7,300,000","-7,700,000","-800,000","-800,000","-5,500,000","100,000","-4,300,000","-5,800,000","-10,400,000","-26,800,000","-13,900,000","-100,000","-17,800,000","-4,800,000","-4,300,000","-3,200,000","500,000","-18,300,000","-3,600,000","-2,800,000","-5,000,000","-12,200,000","-4,100,000",,"400,000","600,000","900,000","600,000","800,000","400,000","300,000",,"0","500,000","-1,000,000","300,000","600,000","1,000,000",,"500,000","800,000","500,000","-4,100,000","600,000","600,000","500,000","500,000","1,600,000","0",,"900,000","1,000,000","300,000","200,000","100,000","600,000","400,000","600,000","500,000","100,000","800,000","300,000","100,000",,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,200,000","-1,600,000","-600,000","400,000",,"-100,000",,"-100,000","0","-100,000","-100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-21,600,000","-13,200,000","-4,200,000","-1,900,000","-2,300,000","-1,700,000","-4,200,000","-6,000,000","-1,600,000","-100,000","-1,700,000","-1,600,000","-400,000","0","-300,000","-400,000","-600,000","-400,000","-3,900,000","-1,500,000","-1,600,000","-1,100,000","-21,600,000","-1,300,000","-900,000","-1,800,000","-4,100,000","-1,300,000","-5,200,000","-4,000,000","-6,500,000","-3,300,000","-3,200,000","-100,000","-38,400,000","-600,000","-700,000","-1,600,000","-3,300,000","-900,000","-5,800,000","-19,000,000","-7,300,000","-7,700,000","-800,000","-800,000","-5,500,000","100,000","-4,300,000","-5,800,000","-10,400,000","-26,800,000","-13,900,000","-100,000","-15,600,000","-3,200,000","-3,700,000","-3,600,000","300,000","-18,200,000","-3,600,000","-2,700,000","-5,000,000","-12,100,000","-4,000,000",,"400,000","600,000","900,000","600,000","800,000","400,000","300,000",,"0","500,000","-1,000,000","300,000","600,000","1,000,000",,"500,000","800,000","500,000","-4,100,000","600,000","600,000","500,000","500,000","1,600,000","0",,"900,000","1,000,000","300,000","200,000","100,000","600,000","400,000","600,000","500,000","100,000","800,000","300,000","100,000",,,,,
		RestructuringAndMergernAcquisition,"21,600,000","13,200,000","4,200,000","1,900,000","2,300,000","1,700,000","4,200,000","6,000,000","1,600,000","100,000","1,700,000","1,600,000","400,000","0","300,000","400,000","600,000","400,000","3,900,000","1,500,000","1,600,000","1,100,000","21,600,000","1,300,000","900,000","1,800,000","4,100,000","1,300,000","5,200,000","4,000,000","6,500,000","3,300,000","3,200,000","100,000","38,400,000","600,000","700,000","1,600,000","3,400,000","600,000","5,300,000","18,700,000","5,700,000","6,600,000","700,000","1,000,000","6,200,000","700,000","4,000,000","4,800,000","9,700,000","26,900,000","13,300,000","300,000","13,800,000","2,600,000","3,700,000","2,000,000","-300,000","18,200,000","3,400,000","2,700,000","4,800,000","12,400,000","3,400,000",,,,,,,,,,,,,,,,,,,"500,000","4,600,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","500,000","300,000","1,600,000","1,100,000","100,000","-200,000","-700,000","-800,000","300,000","1,000,000","700,000","-100,000","600,000","-200,000","1,800,000","600,000",,"1,600,000","0",,"200,000",,"200,000","-300,000","600,000",,,,,,,,,,,,,,,,,,,"-1,000,000","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"44,000,000","5,500,000","35,100,000","3,700,000","-300,000","-2,600,000","-300,000","-1,000,000","-300,000","600,000","600,000","1,700,000","-2,700,000","-600,000","-400,000","11,200,000","-500,000","-300,000","500,000","4,100,000","-800,000","-100,000","-100,000","700,000","1,000,000","2,300,000","2,700,000","1,300,000","6,100,000","2,100,000","3,000,000","2,700,000","2,800,000","800,000","2,700,000","500,000","1,200,000","1,300,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"46,700,000","1,600,000","31,200,000","11,400,000","2,500,000","28,000,000","15,300,000","28,200,000","26,000,000","27,800,000","18,900,000","29,600,000","26,400,000","22,000,000","18,300,000","35,000,000","35,000,000","28,500,000","13,700,000","35,200,000","31,900,000","20,700,000","2,100,000","27,600,000","34,400,000","29,300,000","23,000,000","31,400,000","28,200,000","22,900,000","18,500,000","26,100,000","31,200,000","32,400,000","1,100,000","41,700,000","42,600,000","42,300,000","30,600,000","43,100,000","34,100,000","23,800,000","47,600,000","9,000,000","30,800,000","26,600,000","23,200,000","31,100,000","22,700,000","27,700,000","10,300,000","5,600,000","10,100,000","21,200,000","-6,500,000","10,900,000","2,600,000","-4,000,000","4,300,000","-4,600,000","4,300,000","7,900,000","-6,500,000","-4,000,000","2,200,000","7,600,000","7,000,000","9,600,000","10,100,000","8,900,000","15,000,000","16,000,000","13,300,000","11,200,000","15,100,000","15,400,000","9,200,000","11,700,000","9,900,000","15,500,000","14,000,000","14,600,000","17,300,000","13,300,000","9,300,000","6,400,000","10,700,000","12,200,000","8,900,000","10,700,000","13,800,000","13,400,000","12,000,000","15,900,000","5,000,000","12,400,000","12,800,000","18,100,000","15,500,000","18,600,000","21,000,000","18,800,000","15,200,000","16,400,000","17,400,000","15,700,000",,,,
TaxProvision,"-14,700,000","2,100,000","-21,800,000","1,500,000","3,500,000","7,400,000","2,900,000","4,800,000","5,400,000","5,300,000","2,400,000","3,200,000","5,200,000","4,400,000","300,000","-5,600,000","8,700,000","7,300,000","43,100,000","9,500,000","9,900,000","7,100,000","-12,500,000","10,700,000","9,100,000","8,100,000","3,700,000","5,900,000","6,500,000","5,500,000","1,900,000","2,300,000","6,500,000","9,800,000","13,000,000","13,800,000","13,800,000","12,400,000","12,000,000","16,700,000","13,500,000","9,700,000","7,700,000","900,000","11,600,000","10,900,000","9,700,000","10,700,000","8,600,000","9,700,000","2,100,000","2,100,000","1,900,000","6,600,000",,"2,600,000",,"-2,600,000","0","-2,600,000","1,200,000","1,900,000","-3,200,000","-3,400,000","400,000","2,000,000","2,600,000","2,300,000","2,900,000","2,600,000","1,500,000","4,200,000","3,500,000","2,900,000","3,500,000","3,500,000","1,100,000","3,900,000","1,500,000","5,300,000","5,000,000","5,000,000","5,200,000","5,100,000","3,600,000","2,600,000","4,100,000","4,200,000","2,500,000","3,900,000","6,200,000","5,800,000","4,900,000","6,800,000","3,000,000","5,600,000","600,000","8,100,000","5,400,000","7,400,000","8,300,000","7,500,000","6,200,000","6,600,000","6,900,000","6,300,000",,,,
EarningsFromEquityInterestNetOfTax,"7,500,000","2,100,000","300,000","2,300,000","2,800,000","1,000,000","2,900,000","1,100,000","900,000","0","3,700,000","1,300,000","-700,000","-200,000","-10,800,000","300,000","-500,000","-300,000","2,100,000","0","300,000","100,000","2,400,000","1,800,000","700,000","-100,000","2,300,000","100,000","2,800,000","1,400,000","1,800,000","-700,000","300,000","600,000","700,000","1,700,000","600,000","800,000","1,800,000","1,300,000","400,000","500,000","1,300,000","1,400,000","1,100,000","900,000","1,100,000","800,000","700,000","600,000","2,500,000","1,000,000","-1,100,000","-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
